artist,attack,collectible,cost,durability,dust,entourage,faction,flavor,health,howToEarn,howToEarnGolden,id,mechanics,name,overload,playRequirements,playerClass,race,rarity,set,spellDamage,targetingArrowText,text,type
Gabor Szikszai,4.0,True,9.0,,"[1600, 3200, 400, 1600]","['DREAM_01', 'DREAM_02', 'DREAM_03', 'DREAM_04', 'DREAM_05']",,"Ysera rules the Emerald Dream.  Which is some kind of green-mirror-version of the real world, or something?",12.0,,,EX1_572,,Ysera,,,NEUTRAL,DRAGON,LEGENDARY,EXPERT1,,,"At the end of your turn, add a Dream Card to your hand.",MINION
Raymond Swanland,3.0,True,2.0,,"[100, 800, 20, 100]",,,"""No, no, no. I asked for a tiny JESTER of evil.""",2.0,,,AT_021,,Tiny Knight of Evil,,,WARLOCK,DEMON,RARE,TGT,,,"Whenever you discard a card, gain +1/+1.",MINION
Glenn Rane,1.0,True,1.0,4.0,,,,Prince Malchezaar was a collector of rare weapons. He'd animate them and have them dance for him.,,Unlocked at Level 1.,Unlocked at Level 36.,CS2_091,,Light's Justice,,,PALADIN,,FREE,CORE,,,,WEAPON
Adam Byrne,2.0,True,1.0,,"[40, 400, 5, 50]",,,He was so excited to get season tickets to this year's Grand Tournament.  He normally doesn't get them at first and has to buy them from Ogre scalpers.,1.0,,,AT_097,['TAUNT'],Tournament Attendee,,,NEUTRAL,,COMMON,TGT,,,<b>Taunt</b>,MINION
Steve Ellis,,True,2.0,,,,,"It is customary to yell ""Chill out!"" or ""Freeze!"" or ""Ice ice, baby!"" when you play this card.",,Unlocked at Level 2.,Unlocked at Level 40.,CS2_024,['FREEZE'],Frostbolt,,{'REQ_TARGET_TO_PLAY': 0},MAGE,,COMMON,CORE,,,Deal $3 damage to a character and <b>Freeze</b> it.,SPELL
Todd Lockwood,1.0,True,4.0,,"[100, 800, 20, 100]",,,Still fearsome in the daytime.,4.0,,,OG_320,['BATTLECRY'],Midnight Drake,,,NEUTRAL,DRAGON,RARE,OG,,,"<b>Battlecry:</b> Gain +1 Attack for each other card
in your hand.",MINION
Howard Lyon,2.0,True,3.0,,"[100, 800, 20, 100]",,,"Good fencers make good neighbors, right?",2.0,,,AT_115,['BATTLECRY'],Fencing Coach,,{'REQ_MINION_TARGET': 0},NEUTRAL,,RARE,TGT,,,"<b>Battlecry:</b> The next time you use your Hero Power, it costs (2) less.",MINION
Dan Scott,5.0,True,6.0,,"[40, 400, 5, 50]",,,"If she threatens to ""moon"" you, it's not what you think.",4.0,,,EX1_583,['BATTLECRY'],Priestess of Elune,,,NEUTRAL,,COMMON,EXPERT1,,,<b>Battlecry:</b> Restore 4 Health to your hero.,MINION
Andrew Hou,,True,4.0,,"[100, 800, 20, 100]",,,"It's more succinct than ""Shadow Word: Suck Into Vortex.""",,,,OG_100,,Shadow Word: Horror,,,PRIEST,,RARE,OG,,,Destroy all minions with 2 or less Attack.,SPELL
Efrem Palacios,2.0,True,3.0,,"[1600, 3200, 400, 1600]",,,"He led the Stonemasons in the reconstruction of Stormwind, and when the nobles refused to pay, he founded the Defias Brotherhood to, well, <i>deconstruct</i> Stormwind.",2.0,,,EX1_613,['COMBO'],Edwin VanCleef,,,ROGUE,,LEGENDARY,EXPERT1,,,<b>Combo:</b> Gain +2/+2 for each card played earlier this turn.,MINION
Ben Olson,,True,2.0,,,,,"This is better than Arcane Explosion, so I guess warriors are finally getting revenge on mages for Mortal Strike being worse than Fireball.",,"Unlocked in Blackwing Lair, in the Blackrock Mountain adventure.","Crafting unlocked in Blackwing Lair, in the Blackrock Mountain adventure.",BRM_015,,Revenge,,,WARRIOR,,RARE,BRM,,,"Deal $1 damage to all minions. If you have 12 or less Health, deal $3 damage instead.",SPELL
Jon Neimeister,2.0,True,2.0,,"[100, 800, 20, 100]",,,Psst! Wanna buy a random class card (from your opponent's class)?,2.0,,,OG_330,['DEATHRATTLE'],Undercity Huckster,,,ROGUE,,RARE,OG,,,<b>Deathrattle:</b> Add a random class card to your hand <i>(from your opponent's class)</i>.,MINION
Mauricio Herrera,,True,5.0,,,,,"Dragons breathe fire, sure, but did you know they can also breathe Cotton Candy?  It's harder to give them a reason to do that, though.",,"Unlocked in Blackrock Depths, in the Blackrock Mountain adventure.","Crafting unlocked in Blackrock Depths, in the Blackrock Mountain adventure.",BRM_003,,Dragon's Breath,,{'REQ_TARGET_TO_PLAY': 0},MAGE,,COMMON,BRM,,,Deal $4 damage. Costs (1) less for each minion that died this turn.,SPELL
Alex Horley Orlandelli,12.0,True,10.0,,"[1600, 3200, 400, 1600]",,,"To his credit, Deathwing really took to heart the feedback he was receiving that he needed to be ""more of a team player"".",12.0,,,OG_317,['DEATHRATTLE'],"Deathwing, Dragonlord",,,NEUTRAL,DRAGON,LEGENDARY,OG,,,<b>Deathrattle:</b> Put all Dragons from your hand into the battlefield.,MINION
Richard Wright,4.0,True,2.0,,"[100, 800, 20, 100]",,ALLIANCE,Why do its eyes seem to follow you as you walk by?,5.0,,,EX1_045,['CANT_ATTACK'],Ancient Watcher,,,NEUTRAL,,RARE,EXPERT1,,,Can't attack.,MINION
Zoltan & Gabor,,True,2.0,,"[40, 400, 5, 50]",,,MOMMMMMYYYYYYYYY!!!,,,,AT_053,,Ancestral Knowledge,2.0,,SHAMAN,,COMMON,TGT,,,Draw 2 cards. <b>Overload:</b> (2).,SPELL
Svetlin Velinov,8.0,True,10.0,,"[400, 1600, 100, 400]",,,See?  Giant.,8.0,,,EX1_586,,Sea Giant,,,NEUTRAL,,EPIC,EXPERT1,,,Costs (1) less for each other minion on the battlefield.,MINION
Dany Orizio,,True,3.0,,"[40, 400, 5, 50]",,,You might think bashing doesn't take a lot of practice.  It doesn't.,,,,AT_064,,Bash,,{'REQ_TARGET_TO_PLAY': 0},WARRIOR,,COMMON,TGT,,,"Deal $3 damage.
Gain 3 Armor.",SPELL
Ruan Jia,7.0,True,7.0,,"[1600, 3200, 400, 1600]",,,"Neptulon is ""The Tidehunter"". He’s one of the four elemental lords. And he and Ragnaros get together and make really amazing saunas.",7.0,,,GVG_042,['BATTLECRY'],Neptulon,3.0,,SHAMAN,,LEGENDARY,GVG,,,<b>Battlecry:</b> Add 4 random Murlocs to your hand. <b>Overload:</b> (3),MINION
Steve Prescott,1.0,True,2.0,,,,,He is forever cursing the kids who climb on the rails and the evil archeologists who animate the exhibits.,2.0,"Unlocked in the Hall of Explorers, in the League of Explorers adventure.","Crafting unlocked in the Hall of Explorers, in the League of Explorers adventure.",LOE_006,['BATTLECRY'],Museum Curator,,,PRIEST,,COMMON,LOE,,,<b>Battlecry: Discover</b> a <b>Deathrattle</b> card.,MINION
Dan Brereton,3.0,True,2.0,,,,HORDE,"""Kill 30 raptors."" - Hemet Nesingwary",2.0,,Unlocked at Hunter Level 57.,CS2_172,,Bloodfen Raptor,,,NEUTRAL,BEAST,FREE,CORE,,,,MINION
Mauro Cascioli,4.0,True,4.0,,,,,"He always dreamed of coming down from the mountains and opening a noodle shop, but he never got the nerve.",5.0,,Unlocked at Warrior Level 55.,CS2_182,,Chillwind Yeti,,,NEUTRAL,,COMMON,CORE,,,,MINION
Matt Dixon,1.0,True,1.0,,"[40, 400, 5, 50]",,,It's like a pinata! A lame disgusting horrific pinata.,1.0,,,OG_241,['DEATHRATTLE'],Possessed Villager,,,WARLOCK,,COMMON,OG,,,<b>Deathrattle:</b> Summon a 1/1 Shadowbeast.,MINION
Michael Franchina,3.0,True,3.0,2.0,"[100, 800, 20, 100]",,,"""King's Attacker"" is a shield.  Funny, huh?",,,,AT_065,['BATTLECRY'],King's Defender,,,WARRIOR,,RARE,TGT,,,"<b>Battlecry:</b> If you have a minion with <b>Taunt</b>,  gain +1 Durability.",WEAPON
Dany Orizio,2.0,True,3.0,3.0,"[400, 1600, 100, 400]",,,"So you ripped this out of a machine, carved some runes on it, stuck it on a handle, and now it's a weapon of great divine power? Seems legit.",,,,GVG_059,['BATTLECRY'],Coghammer,,,PALADIN,,EPIC,GVG,,,<b>Battlecry:</b> Give a random friendly minion <b>Divine Shield</b> and <b>Taunt</b>.,WEAPON
Cyril Van Der Haegen,3.0,True,3.0,2.0,"[100, 800, 20, 100]",,,First Lesson: Put the pointy end in the other guy.,,,,EX1_536,,Eaglehorn Bow,,,HUNTER,,RARE,EXPERT1,,,"Whenever a friendly <b>Secret</b> is revealed, gain +1 Durability.",WEAPON
Phil Saunders,3.0,True,3.0,,"[100, 800, 20, 100]",,,The inventor of the goblin shredder is involved in several patent disputes with the inventor of the soot spewer.,3.0,,,GVG_123,,Soot Spewer,,,MAGE,MECHANICAL,RARE,GVG,1.0,Give <b>Spell Damage +2</b>.,<b>Spell Damage +1</b>,MINION
Vance Kovacs,2.0,True,1.0,,"[100, 800, 20, 100]",,,She can't wait to learn Power Word: Fortitude Rank 2.,1.0,,,EX1_004,,Young Priestess,,,NEUTRAL,,RARE,EXPERT1,,,"At the end of your turn, give another random friendly minion +1 Health.",MINION
John Polidora,5.0,True,4.0,,,,,Hungry Hungry Dragon is NOT a fun game.,6.0,"Unlocked in Blackwing Lair, in the Blackrock Mountain adventure.","Crafting unlocked in Blackwing Lair, in the Blackrock Mountain adventure.",BRM_026,['BATTLECRY'],Hungry Dragon,,,NEUTRAL,DRAGON,COMMON,BRM,,,<b>Battlecry:</b> Summon a random 1-Cost minion for your opponent.,MINION
Dan Scott,5.0,True,6.0,,"[40, 400, 5, 50]",,,When a Water elemental and an Ice elemental love each other VERY much...,5.0,,,EX1_283,"['BATTLECRY', 'FREEZE']",Frost Elemental,,{'REQ_TARGET_IF_AVAILABLE': 0},NEUTRAL,,COMMON,EXPERT1,,Freeze a character.,<b>Battlecry:</b> <b>Freeze</b> a character.,MINION
Konstantin Turovec,3.0,True,3.0,,,,,"For a proper setting, place the deadly fork <i>after</i> the salad fork, but <i>before</i> the dinner fork.",2.0,"Unlocked in the Parlor, in One Night in Karazhan.","Crafting unlocked in the Parlor, in One Night in Karazhan.",KAR_094,['DEATHRATTLE'],Deadly Fork,,,ROGUE,,COMMON,KARA,,,<b>Deathrattle:</b> Add a 3/2 weapon to your hand.,MINION
Alex Horley Orlandelli,,True,2.0,,"[40, 400, 5, 50]",,,"""You won't like me when I'm angry.""",,,,EX1_392,,Battle Rage,,{'REQ_MINION_TARGET': 0},WARRIOR,,COMMON,EXPERT1,,,Draw a card for each damaged friendly character.,SPELL
James Ryman,8.0,True,8.0,,"[1600, 3200, 400, 1600]",,,"What happens when you try and corrupt a corrupted firelord? DOUBLE NEGATIVE, INSECT!",8.0,,,OG_229,,"Ragnaros, Lightlord",,,PALADIN,,LEGENDARY,OG,,,"At the end of your turn, restore 8 Health to a damaged friendly character.",MINION
Zoltan Boros,,True,2.0,,"[40, 400, 5, 50]",,,"Wait, how can you have a light in the dark?  If you turn on a light while it’s dark, doesn’t that mean it’s no longer dark?",,,,OG_311,,A Light in the Darkness,,,PALADIN,,COMMON,OG,,,"<b>Discover</b> a minion.
Give it +1/+1.",SPELL
Sunny Gho,5.0,True,3.0,,"[1600, 3200, 400, 1600]",,,"King Mukla wanders Jaguero Isle, searching for love.",5.0,,,EX1_014,['BATTLECRY'],King Mukla,,,NEUTRAL,BEAST,LEGENDARY,EXPERT1,,,<b>Battlecry:</b> Give your opponent 2 Bananas.,MINION
Ben Olson,3.0,True,2.0,,"[400, 1600, 100, 400]",,,For when you didn’t combobulate quite right the first time around.,2.0,,,GVG_108,['BATTLECRY'],Recombobulator,,"{'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_FRIENDLY_TARGET': 0, 'REQ_MINION_TARGET': 0}",NEUTRAL,,EPIC,GVG,,Transform!,<b>Battlecry:</b> Transform a friendly minion into a random minion with the same Cost.,MINION
Doug Alexander,3.0,True,4.0,,"[100, 800, 20, 100]",,,"The Auchenai know the end is coming, but they're not sure when.",5.0,,,EX1_591,['AURA'],Auchenai Soulpriest,,,PRIEST,,RARE,EXPERT1,,,Your cards and powers that restore Health now deal damage instead.,MINION
Clint Langley,,True,3.0,,"[40, 400, 5, 50]",,,"Druids call it the ""Mark of Nature.""  Everyone else calls it ""needing a bath.""",,,,EX1_155,['CHOOSE_ONE'],Mark of Nature,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",DRUID,,COMMON,EXPERT1,,,<b>Choose One</b> - Give a minion +4 Attack; or +4 Health and <b>Taunt</b>.,SPELL
Alex Horley Orlandelli,2.0,True,2.0,,"[100, 800, 20, 100]",,,He has a giant collection of purses now.  One for every outfit!,2.0,,,AT_031,,Cutpurse,,,ROGUE,,RARE,TGT,,,"Whenever this minion attacks a hero, add the Coin to your hand.",MINION
Sean O'Daniels,,True,4.0,,"[100, 800, 20, 100]",,,"It dispels buffs, powers, hopes, and dreams.",,,,EX1_626,['SILENCE'],Mass Dispel,,,PRIEST,,RARE,EXPERT1,,,<b>Silence</b> all enemy minions. Draw a card.,SPELL
Eric Braddock,1.0,True,2.0,,"[40, 400, 5, 50]",,,"""Ok C'Thun, repeat after me: 'Your mother was a hamster.'""",4.0,,,OG_284,"['BATTLECRY', 'RITUAL', 'TAUNT']",Twilight Geomancer,,,NEUTRAL,,COMMON,OG,,,"[x]<b>Taunt</b>
<b>Battlecry:</b> Give your C'Thun
<b>Taunt</b> <i>(wherever it is).</i>",MINION
Alex Horley Orlandelli,,True,2.0,,,,,This is what happens when Rafaam stubs his toe unexpectedly.,,"Unlocked in the Hall of Explorers, in the League of Explorers adventure.","Crafting unlocked in the Hall of Explorers, in the League of Explorers adventure.",LOE_007,,Curse of Rafaam,,,WARLOCK,,COMMON,LOE,,,"Give your opponent a 'Cursed!' card.
While they hold it, they take 2 damage on their turn.",SPELL
Phroi Gardner,3.0,True,3.0,,"[100, 800, 20, 100]",,,Turns out divine shields are way cheaper if you buy in bulk.,3.0,,,OG_310,,Steward of Darkshire,,,PALADIN,,RARE,OG,,,"Whenever you summon a 1-Health minion, give it <b>Divine Shield</b>.",MINION
Dave Allsop,1.0,True,3.0,,,,,"You have to admit, they make a cute couple.",3.0,"Unlocked in the Parlor, in One Night in Karazhan.","Crafting unlocked in the Parlor, in One Night in Karazhan.",KAR_030a,['BATTLECRY'],Pantry Spider,,,NEUTRAL,BEAST,COMMON,KARA,,,"<b>Battlecry:</b> Summon a
1/3 Spider.",MINION
Alex Horley Orlandelli,5.0,True,4.0,,"[400, 1600, 100, 400]",,,Playing him also gets you into the Magnataur Beta.,3.0,,,AT_067,,Magnataur Alpha,,,WARRIOR,,EPIC,TGT,,,"Also damages the minions next to whomever
he attacks.",MINION
Ralph Horsley,,True,5.0,,"[40, 400, 5, 50]",,,"Or if you're too tired, you can just kind of lean against the darkness.",,,,OG_273,,Stand Against Darkness,,,PALADIN,,COMMON,OG,,,Summon five 1/1 Silver Hand Recruits.,SPELL
Cole Eastburn,2.0,True,4.0,,,,,He's a very hungry elemental.,6.0,"Unlocked in the Temple of Orsis, in the League of Explorers adventure.","Crafting unlocked in the Temple of Orsis, in the League of Explorers adventure.",LOE_016,,Rumbling Elemental,,,SHAMAN,,COMMON,LOE,,,"After you play a <b>Battlecry</b> minion, deal 2 damage to a random enemy.",MINION
Chippy,,True,1.0,,"[40, 400, 5, 50]",,,Apparently with wisdom comes the knowledge that you should probably be attacking every turn.,,,,EX1_363,,Blessing of Wisdom,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",PALADIN,,COMMON,EXPERT1,,,"Choose a minion. Whenever it attacks, draw a card.",SPELL
Mauricio Herrera,,True,3.0,,"[100, 800, 20, 100]",,,Most citizens of Darkshire wear those surgical masks to prevent spreading Madness to tourists.,,,,OG_116,['ImmuneToSpellpower'],Spreading Madness,,,WARLOCK,,RARE,OG,,,Deal $9 damage randomly split among ALL characters.,SPELL
Alex Horley Orlandelli,3.0,True,1.0,,"[40, 400, 5, 50]",,,Imps like being on fire.  They just do.,2.0,,,EX1_319,['BATTLECRY'],Flame Imp,,,WARLOCK,DEMON,COMMON,EXPERT1,,,<b>Battlecry:</b> Deal 3 damage to your hero.,MINION
Howard Lyon,,True,5.0,,"[40, 400, 5, 50]",,,"""Cobra Shot"" hurts way, way, way more than ""Cobra Cuddle.""",,,,GVG_073,,Cobra Shot,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",HUNTER,,COMMON,GVG,,,Deal $3 damage to a minion and the enemy hero.,SPELL
Mike Sass,4.0,True,4.0,,"[40, 400, 5, 50]",,,Quick! Before I drown! Let me sharpen your sword for you.,4.0,,,OG_267,['DEATHRATTLE'],Southsea Squidface,,,ROGUE,PIRATE,COMMON,OG,,,<b>Deathrattle:</b> Give your weapon +2 Attack.,MINION
Luca Zontini,,True,1.0,,,,,"Magi conjured arcane arrows to sell to hunters, until hunters learned just enough magic to do it themselves.  The resulting loss of jobs sent Stormwind into a minor recession.",,Unlocked at Level 1.,Unlocked at Level 32.,DS1_185,,Arcane Shot,,{'REQ_TARGET_TO_PLAY': 0},HUNTER,,FREE,CORE,,,Deal $2 damage.,SPELL
Matthew O'Connor,,True,6.0,,"[100, 800, 20, 100]",,,Aren't Thistles prickly?  Why would you drink them? I don't get Rogues.,,,,OG_073,,Thistle Tea,,{'REQ_MINION_TARGET': 0},ROGUE,,RARE,OG,,,Draw a card. Add 2 extra copies of it to your hand.,SPELL
Jason Chan,,True,3.0,,"[100, 800, 20, 100]",,,What's the difference between a mage playing with Counterspell and a mage who isn't?  The mage who isn't is getting Pyroblasted in the face.,,,,EX1_287,['SECRET'],Counterspell,,,MAGE,,RARE,EXPERT1,,,"<b>Secret:</b> When your opponent casts a spell, <b>Counter</b> it.",SPELL
Ralph Horsley,1.0,True,2.0,,"[40, 400, 5, 50]",,,"How is this supposed to work?  Your enemies think, ""<i>Hey!</i> Cute sheep!"" and run over to cuddle it?",1.0,,,GVG_076,['DEATHRATTLE'],Explosive Sheep,,,NEUTRAL,MECHANICAL,COMMON,GVG,,,<b>Deathrattle:</b> Deal 2 damage to all minions.,MINION
Jim Nelson,5.0,True,7.0,,"[40, 400, 5, 50]",,,"They say that ""grotesque is in the eye of the beholder,"" but that's just because they've never seen a Grotesque Dragonhawk. Yikes!",5.0,,,OG_152,['WINDFURY'],Grotesque Dragonhawk,,,NEUTRAL,BEAST,COMMON,OG,,,<b>Windfury</b>,MINION
Anton Zemskov,3.0,True,4.0,,,,,"He’s really just a Blacksmith, but he thought the fancy title would bring in more business.",2.0,"Unlocked in the Parlor, in One Night in Karazhan.","Crafting unlocked in the Parlor, in One Night in Karazhan.",KAR_710,['BATTLECRY'],Arcanosmith,,,NEUTRAL,,COMMON,KARA,,,<b>Battlecry:</b> Summon a 0/5 minion with <b>Taunt</b>.,MINION
Jim Nelson,1.0,True,4.0,,"[400, 1600, 100, 400]",,,"If you strike him down, he shall become more powerful than you can possibly imagine.",1.0,,,OG_272,['DEATHRATTLE'],Twilight Summoner,,,NEUTRAL,,EPIC,OG,,,<b>Deathrattle:</b> Summon a 5/5 Faceless Destroyer.,MINION
Luke Mancini,5.0,True,6.0,,"[1600, 3200, 400, 1600]",,,"His whole job is yelling ""Yogg-Saron comin'!""",5.0,,,OG_316,['BATTLECRY'],Herald Volazj,,,PRIEST,,LEGENDARY,OG,,,<b>Battlecry:</b> Summon a 1/1 copy of each of your other minions.,MINION
Oliver Chipping,9.0,True,7.0,,"[1600, 3200, 400, 1600]",,,"When Malorne isn't mauling hordes of demons, he enjoys attending parties, though he prefers to go stag.",7.0,,,GVG_035,['DEATHRATTLE'],Malorne,,,DRUID,BEAST,LEGENDARY,GVG,,,<b>Deathrattle:</b> Shuffle this minion into your deck.,MINION
James Ryman,4.0,True,6.0,,"[100, 800, 20, 100]",,,"The Argent Dawn stands vigilant against the Scourge, as well as people who cut in line at coffee shops.",2.0,,,EX1_067,"['CHARGE', 'DIVINE_SHIELD']",Argent Commander,,,NEUTRAL,,RARE,EXPERT1,,,"<b>Charge</b>
<b>Divine Shield</b>",MINION
Jesper Ejsing,3.0,True,3.0,,"[100, 800, 20, 100]",,,He's legitimately surprised every time he turns himself into a chicken.,2.0,,,GVG_092,['BATTLECRY'],Gnomish Experimenter,,,NEUTRAL,,RARE,GVG,,,"<b>Battlecry:</b> Draw a card. If it's a minion, transform it into a Chicken.",MINION
Chris Robinson,6.0,True,8.0,,,,,Kel'Thuzad could not resist the call of the Lich King. Even when it's just a robo-call extolling the Lich King's virtues.,8.0,"Unlocked in Frostwyrm Lair, in the Naxxramas adventure.","Crafting unlocked in Frostwyrm Lair, in the Naxxramas adventure.",FP1_013,,Kel'Thuzad,,,NEUTRAL,,LEGENDARY,NAXX,,,"At the end of each turn, summon all friendly minions that died this turn.",MINION
Alex Horley Orlandelli,,True,1.0,,,,,This would be real handy if your enemy is made of rock.,,Unlocked at Level 1.,Unlocked at Level 36.,CS2_045,,Rockbiter Weapon,,"{'REQ_FRIENDLY_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",SHAMAN,,FREE,CORE,,,Give a friendly character +3 Attack this turn.,SPELL
Warren Mahy,2.0,True,2.0,,"[40, 400, 5, 50]",,,"If you hear someone yell, ""Cannonball!"" you're about to get wet. Or crushed.",3.0,,,GVG_075,,Ship's Cannon,,,NEUTRAL,,COMMON,GVG,,,"After you summon a Pirate, deal 2 damage to a random enemy.",MINION
Alex Horley Orlandelli,,True,3.0,,,,,"""Guys! Guys! Slow down!"" - some kind of non-warrior minion",,Unlocked at Level 1.,Unlocked at Level 23.,CS2_103,,Charge,,"{'REQ_FRIENDLY_TARGET': 0, 'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",WARRIOR,,FREE,CORE,,,Give a friendly minion +2 Attack and <b>Charge</b>.,SPELL
Jim Nelson,2.0,True,3.0,,"[100, 800, 20, 100]",,,Warlocks have the town exorcist on speed dial in case they unleash the wrong demon.,3.0,,,GVG_097,"['BATTLECRY', 'TAUNT']",Lil' Exorcist,,,NEUTRAL,,RARE,GVG,,,"<b>Taunt</b>
<b>Battlecry:</b> Gain +1/+1 for each enemy <b>Deathrattle</b> minion.",MINION
Richard Wright,4.0,True,3.0,2.0,"[40, 400, 5, 50]",,,"Simple, misguided, and incredibly dangerous. You know, like most things ogre.",,,,GVG_054,,Ogre Warmaul,,,WARRIOR,,COMMON,GVG,,,50% chance to attack the wrong enemy.,WEAPON
Ittoku Seta,2.0,True,3.0,,,,,The Shades of Naxxramas <i>hate</i> the living. They even have a slur they use to refer them: <i>Livers</i>.,2.0,"Unlocked in Frostwyrm Lair, in the Naxxramas adventure.","Crafting unlocked in Frostwyrm Lair, in the Naxxramas adventure.",FP1_005,['STEALTH'],Shade of Naxxramas,,,NEUTRAL,,EPIC,NAXX,,,"<b>Stealth.</b> At the start of your turn, gain +1/+1.",MINION
Alex Horley Orlandelli,8.0,True,9.0,,"[1600, 3200, 400, 1600]",,,The best defense against King Krush is to have someone you don’t like standing in front of you.,8.0,,,EX1_543,['CHARGE'],King Krush,,,HUNTER,BEAST,LEGENDARY,EXPERT1,,,<b>Charge</b>,MINION
Matt Cavotta,2.0,True,2.0,,"[100, 800, 20, 100]",,,Ambitious Knife Jugglers sometimes graduate to Bomb Jugglers.    They never last long enough to make it onto a card though.,2.0,,,NEW1_019,,Knife Juggler,,,NEUTRAL,,RARE,EXPERT1,,,"After you summon a minion, deal 1 damage to a random enemy.",MINION
Trent Kaniuga,3.0,True,4.0,,"[40, 400, 5, 50]",,,"""Yarrrr"" is a pirate word that means ""Greetings, milord.""",3.0,,,NEW1_022,['TAUNT'],Dread Corsair,,,NEUTRAL,PIRATE,COMMON,EXPERT1,,,<b>Taunt.</b> Costs (1) less per Attack of your weapon.,MINION
Gabor Szikszai,2.0,True,4.0,,"[100, 800, 20, 100]",,,These guys just show up and start Keeping your Groves without even asking.,2.0,,,EX1_166,['CHOOSE_ONE'],Keeper of the Grove,,{'REQ_TARGET_IF_AVAILABLE': 0},DRUID,,RARE,EXPERT1,,,<b>Choose One</b> - Deal 2 damage; or <b>Silence</b> a minion.,MINION
Sojin Hwang,4.0,True,2.0,,"[40, 400, 5, 50]",,,"After playing against 5 Annoy-O-Trons, any normal guard will become a Wrathguard.",3.0,,,AT_026,,Wrathguard,,,WARLOCK,DEMON,COMMON,TGT,,,"Whenever this minion takes damage, also deal that amount to your hero.",MINION
Marcelo Vignali,,True,1.0,,"[40, 400, 5, 50]",,,Flash!  Ahhhhhhh~,,,,AT_055,,Flash Heal,,{'REQ_TARGET_TO_PLAY': 0},PRIEST,,COMMON,TGT,,,Restore #5 Health.,SPELL
Cole Eastburn,1.0,True,1.0,,"[40, 400, 5, 50]",,,"Ok, Initiate. You need to settle down and do your job. In this case, that means die so someone else can get a minor buff.",1.0,,,OG_158,['DEATHRATTLE'],Zealous Initiate,,,NEUTRAL,,COMMON,OG,,,<b>Deathrattle:</b> Give a random friendly minion +1/+1.,MINION
Ken Steacy,3.0,True,3.0,,"[400, 1600, 100, 400]",,,"When he saves enough plunder, he's going to commission an enormous captain's hat.  He has hat envy.",3.0,,,NEW1_027,['AURA'],Southsea Captain,,,NEUTRAL,PIRATE,EPIC,EXPERT1,,,Your other Pirates have +1/+1.,MINION
Laurel Austin,2.0,True,2.0,,"[100, 800, 20, 100]",,,"She loves mana crystals, she hates mana crystals.   So fickle!",3.0,,,AT_038,"['BATTLECRY', 'DEATHRATTLE']",Darnassus Aspirant,,,DRUID,,RARE,TGT,,,"<b>Battlecry:</b> Gain an empty Mana Crystal.
<b>Deathrattle:</b> Lose a Mana Crystal.",MINION
Evgeniy Zagumennyy,2.0,True,2.0,,"[100, 800, 20, 100]",,,"""Put more spikes on her.  No, more spikes.  What part of 'more spikes' do you not understand?  MORE SPIKES!"" - Alexstrasza",3.0,,,AT_071,['BATTLECRY'],Alexstrasza's Champion,,,WARRIOR,,RARE,TGT,,,"<b>Battlecry:</b> If you're holding a Dragon, gain +1 Attack and <b>Charge</b>.",MINION
Slawomir Maniak,2.0,True,4.0,,"[400, 1600, 100, 400]",,,"A result of magical experiments carried out by the Black Dragonflight, it's not his fault that he's a vicious killer.",6.0,,,AT_017,['BATTLECRY'],Twilight Guardian,,,NEUTRAL,DRAGON,EPIC,TGT,,,"<b>Battlecry:</b> If you're holding a Dragon, gain +1 Attack and <b>Taunt</b>.",MINION
Dan Dos Santos,,True,2.0,,"[100, 800, 20, 100]",,,"""Are you interested in... HEALTH benefits?!""",,,,AT_015,,Convert,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0, 'REQ_ENEMY_TARGET': 0}",PRIEST,,RARE,TGT,,,Put a copy of an enemy minion into your hand.,SPELL
James Zhang,,True,3.0,,"[100, 800, 20, 100]",,,"When all else fails, nothing beats a swift whack upside the head.",,,,EX1_137,['COMBO'],Headcrack,,,ROGUE,,RARE,EXPERT1,,,Deal $2 damage to the enemy hero. <b>Combo:</b> Return this to your hand next turn.,SPELL
Alex Alexandrov,1.0,True,4.0,,"[400, 1600, 100, 400]",,,"""What is that thing?!"" ""I'm not sure, but it seems to be sort of Y'sera shaped.""",1.0,,,OG_174,"['BATTLECRY', 'TAUNT']",Faceless Shambler,,"{'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_FRIENDLY_TARGET': 0, 'REQ_MINION_TARGET': 0}",NEUTRAL,,EPIC,OG,,,"<b>Taunt</b>
<b>Battlecry:</b> Copy a friendly minion's Attack and Health.",MINION
J. Meyers & T. Washington,3.0,True,2.0,,"[100, 800, 20, 100]",,,"No matter how many times we tell her not to, she keeps feeding C'Thun scraps under the table.",2.0,,,OG_303,['RITUAL'],Cult Sorcerer,,,MAGE,,RARE,OG,1.0,,"[x]<b><b>Spell Damage</b> +1</b>
After you cast a spell,
give your C'Thun +1/+1
<i>(wherever it is).</i>",MINION
